what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1320269979816
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r371_v20110824-0800,"org.eclipse.ltk.core.refactoring",1320269979816
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1320269979816
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.2.v20110903-0100,"org.eclipse.mylyn.bugzilla.core",1320269979816
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1320269979816
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1320269979816
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1320269979816
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1320269979817
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1320269979817
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1320269979817
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1320269979817
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui",1320269979817
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1320269979817
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1320269979817
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1320269979817
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1320269979817
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1320269979817
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1320269979817
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1320269979817
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1320269979817
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1320269979817
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1320269979818
started,bundle,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.ide",1320269979818
started,bundle,org.eclipse.ui.navigator,3.5.100.v20110809-2227,"org.eclipse.ui.navigator",1320269979818
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.resources",1320269979818
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1320269979818
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1320269979818
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1320269979818
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1320269979818
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1320269979818
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1320269979818
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1320269979818
os,sysinfo,,,"win32",1320269979821
arch,sysinfo,,,"x86_64",1320269979821
ws,sysinfo,,,"win32",1320269979821
locale,sysinfo,,,"en_US",1320269979821
processors,sysinfo,,,"8",1320269979821
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1320269979821
java.runtime.version,sysinfo,,,"1.7.0-b147",1320269979821
java.specification.name,sysinfo,,,"Java Platform API Specification",1320269979821
java.specification.vendor,sysinfo,,,"Oracle Corporation",1320269979821
java.specification.version,sysinfo,,,"1.7",1320269979821
java.vendor,sysinfo,,,"Oracle Corporation",1320269979821
java.version,sysinfo,,,"1.7.0",1320269979821
java.vm.info,sysinfo,,,"mixed mode",1320269979821
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1320269979821
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1320269979821
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1320269979821
java.vm.specification.version,sysinfo,,,"1.7",1320269979821
java.vm.vendor,sysinfo,,,"Oracle Corporation",1320269979821
java.vm.version,sysinfo,,,"21.0-b17",1320269979821
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320269980705
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320270064550
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201108301805,"org.eclipse.linuxtools.cdt.autotools.core",1320270066236
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1320270066268
started,bundle,org.eclipse.cdt.build.crossgcc,1.0.0.201109151620,"org.eclipse.cdt.build.crossgcc",1320270066287
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1320270066305
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201109151620,"org.eclipse.cdt.msw.build",1320270066352
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1320270068893
opened,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1320270068929
activated,editor,org.eclipse.cdt.ui,5.3.1.201109151620,"org.eclipse.cdt.ui.editor.CEditor",1320270069277
started,bundle,org.eclipse.cdt.codan.ui,2.0.0.201109151620,"org.eclipse.cdt.codan.ui",1320270069535
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1320270075064
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1320270075107
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1320270077138
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1320270080756
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320270081345
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320270082900
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1320270086993
